DER_TYPE,DER_INSTR,DER_RISK,DER_REP_CTY,DER_SECTOR_CPY,DER_CPC,DER_SECTOR_UDL,DER_CURR_LEG1,DER_CURR_LEG2,DER_ISSUE_MAT,DER_RATING,DER_EX_METHOD,DER_BASIS,AVAILABILITY,COLLECTION,TIME_PERIOD,OBS_VALUE
A,I,B,5J,U,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,158179.642
A,I,B,5J,U,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,137900.855
A,S,E,5J,K,JP,A,TO1,TO1,A,A,3,A,K,S,2018-S2,16.0
A,S,E,5J,K,JP,A,TO1,TO1,A,A,3,A,K,S,2019-S1,2.0
D,R,E,5J,A,5K,A,TO1,TO1,A,A,3,C,K,S,2021-S2,71085.987
D,R,E,5J,A,5K,A,TO1,TO1,A,A,3,C,K,S,2022-S1,49934.482
D,S,B,5J,K,5J,A,USD,TO1,A,A,3,A,K,S,2021-S2,779.211
D,S,B,5J,K,5J,A,USD,TO1,A,A,3,A,K,S,2022-S1,3478.638
A,V,T,5J,N,5J,A,TO1,TO1,F,A,3,C,K,S,2021-S2,5708.0
A,V,T,5J,N,5J,A,TO1,TO1,F,A,3,C,K,S,2022-S1,6259.0
A,L,D,5J,K,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,40913178.539
A,L,D,5J,K,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,27008009.382
S,W,T,5J,C,5J,J,TO1,TO1,A,A,3,A,K,E,2021-S2,1701270.0
S,W,T,5J,C,5J,J,TO1,TO1,A,A,3,A,K,E,2022-S1,1786539.0
A,S,E,5J,U,5P,A,TO1,TO1,A,A,3,A,K,S,2021-S2,49709.21
A,S,E,5J,U,5P,A,TO1,TO1,A,A,3,A,K,S,2022-S1,22383.308
A,T,D,5J,B,5J,A,SEK,TO1,A,A,3,A,K,S,2021-S2,16264.209
A,T,D,5J,B,5J,A,SEK,TO1,A,A,3,A,K,S,2022-S1,8603.385
A,S,D,5J,B,5J,A,TO1,TO1,D,A,3,A,K,S,2021-S2,8150322.88
A,S,D,5J,B,5J,A,TO1,TO1,D,A,3,A,K,S,2022-S1,9208742.269
A,U,T,5J,L,5J,A,TO1,TO1,A,H,3,C,K,S,2021-S2,219736.0
A,U,T,5J,L,5J,A,TO1,TO1,A,H,3,C,K,S,2022-S1,280626.0
D,R,D,5J,U,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,62.18
D,R,D,5J,U,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,592.563
S,W,T,5J,M,5J,A,TO1,TO1,A,D,3,A,K,E,2021-S2,3320.0
S,W,T,5J,M,5J,A,TO1,TO1,A,D,3,A,K,E,2022-S1,4276.0
T,W,T,5J,M,5J,A,TO1,TO1,A,D,3,A,K,S,2021-S2,1953.0
T,W,T,5J,M,5J,A,TO1,TO1,A,D,3,A,K,S,2022-S1,636.0
A,U,T,5J,Z,5J,A,TO1,TO1,A,B,3,C,K,S,2021-S2,3873674.0
A,U,T,5J,Z,5J,A,TO1,TO1,A,B,3,C,K,S,2022-S1,3987507.0
A,R,B,5J,A,5J,A,EUR,TO1,A,A,3,C,K,S,2021-S2,3547966.874
A,R,B,5J,A,5J,A,EUR,TO1,A,A,3,C,K,S,2022-S1,4203167.26
A,T,B,5J,K,5J,A,TO1,CAD,A,A,3,A,K,S,2021-S2,32.171
A,T,B,5J,K,5J,A,TO1,CAD,A,A,3,A,K,S,2022-S1,11.438
D,R,B,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,34501.296
D,R,B,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,63901.284
A,W,T,5J,P,5J,K,TO1,TO1,A,A,3,C,K,S,2021-S2,18957.0
A,W,T,5J,P,5J,K,TO1,TO1,A,A,3,C,K,S,2022-S1,16759.0
Q,M,D,5J,B,5J,A,EUR,TO1,A,A,3,A,K,S,2021-S2,7038.842
Q,M,D,5J,B,5J,A,EUR,TO1,A,A,3,A,K,S,2022-S1,6497.476
D,A,D,5J,A,5J,A,TO1,EUR,A,A,3,C,K,S,2021-S2,4027133.955
D,A,D,5J,A,5J,A,TO1,EUR,A,A,3,C,K,S,2022-S1,5520094.867
D,L,D,5J,K,5J,A,USD,TO1,A,A,3,C,K,S,2021-S2,1181522.515
D,L,D,5J,K,5J,A,USD,TO1,A,A,3,C,K,S,2022-S1,1846998.301
T,V,T,5J,A,5J,A,TO1,TO1,A,Z,3,A,K,S,2021-S2,141432.0
T,V,T,5J,A,5J,A,TO1,TO1,A,Z,3,A,K,S,2022-S1,206717.0
A,R,D,5J,A,5J,A,JPY,TO1,A,A,3,C,K,S,2021-S2,1189594.315
A,R,D,5J,A,5J,A,JPY,TO1,A,A,3,C,K,S,2022-S1,1118054.324
D,D,E,5J,B,JP,A,TO1,TO1,A,A,3,C,K,S,2021-S2,725.044
D,D,E,5J,B,JP,A,TO1,TO1,A,A,3,C,K,S,2022-S1,815.916
A,L,D,5J,C,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,46211126.257
A,L,D,5J,C,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,30961820.05
S,V,T,5J,A,5J,A,TO1,TO1,A,Z,3,A,K,E,2021-S2,178704.0
S,V,T,5J,A,5J,A,TO1,TO1,A,Z,3,A,K,E,2022-S1,250103.0
A,M,D,5J,U,5J,A,JPY,TO1,A,A,3,C,K,S,2021-S2,4271.0
A,M,D,5J,U,5J,A,JPY,TO1,A,A,3,C,K,S,2022-S1,3097.0
D,S,B,5J,B,5J,A,TO1,CHF,A,A,3,A,K,S,2021-S2,2708.129
D,S,B,5J,B,5J,A,TO1,CHF,A,A,3,A,K,S,2022-S1,4555.031
Q,R,D,5J,A,5J,A,TO1,CAD,A,A,3,A,K,S,2021-S2,2981.097
Q,R,D,5J,A,5J,A,TO1,CAD,A,A,3,A,K,S,2022-S1,1562.597
A,R,D,5J,K,5J,A,TO1,CHF,A,A,3,C,K,S,2018-S1,70.208
A,R,D,5J,K,5J,A,TO1,CHF,A,A,3,C,K,S,2018-S2,64.254
A,L,D,5J,C,5J,A,TO1,TO1,U,A,3,C,K,S,2021-S2,177515919.45
A,L,D,5J,C,5J,A,TO1,TO1,U,A,3,C,K,S,2022-S1,197299063.711
A,R,B,5J,K,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,16988.516
A,R,B,5J,K,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,15123.628
S,U,T,5J,L,5J,A,TO1,TO1,A,D,3,A,K,E,2021-S2,28340.0
S,U,T,5J,L,5J,A,TO1,TO1,A,D,3,A,K,E,2022-S1,26982.0
A,A,D,5J,C,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,4902569.637
A,A,D,5J,C,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,3088371.425
Q,C,B,5J,Z,5J,A,TO1,SEK,A,A,3,A,K,S,2021-S2,758.471
Q,C,B,5J,Z,5J,A,TO1,SEK,A,A,3,A,K,S,2022-S1,839.771
A,A,E,5J,C,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,4844183.638
A,A,E,5J,C,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,4655573.032
T,W,T,5J,C,5J,A,TO1,TO1,F,A,3,A,K,S,2021-S2,156815.0
T,W,T,5J,C,5J,A,TO1,TO1,F,A,3,A,K,S,2022-S1,145028.0
S,W,T,5J,C,5J,A,TO1,TO1,F,A,3,A,K,E,2021-S2,191598.0
S,W,T,5J,C,5J,A,TO1,TO1,F,A,3,A,K,E,2022-S1,170189.0
A,D,B,5J,U,5J,A,USD,TO1,A,A,3,C,K,S,2021-S2,5904047.101
A,D,B,5J,U,5J,A,USD,TO1,A,A,3,C,K,S,2022-S1,6474530.103
A,W,T,5J,O,5J,N,TO1,TO1,A,A,3,C,K,S,2021-S2,162279.0
A,W,T,5J,O,5J,N,TO1,TO1,A,A,3,C,K,S,2022-S1,160731.0
D,R,E,5J,B,5F,A,TO1,TO1,A,A,3,C,K,S,2021-S2,1053.508
D,R,E,5J,B,5F,A,TO1,TO1,A,A,3,C,K,S,2022-S1,916.294
D,N,D,5J,B,5J,A,CAD,TO1,A,A,3,C,K,S,2021-S2,9438.439
D,N,D,5J,B,5J,A,CAD,TO1,A,A,3,C,K,S,2022-S1,4820.835
A,L,D,5J,A,5J,A,EUR,TO1,A,A,3,C,K,S,2021-S2,114714563.527
A,L,D,5J,A,5J,A,EUR,TO1,A,A,3,C,K,S,2022-S1,135027274.048
D,D,B,5J,C,5J,A,CAD,TO1,A,A,3,C,K,S,2021-S2,21995.767
D,D,B,5J,C,5J,A,CAD,TO1,A,A,3,C,K,S,2022-S1,27245.897
D,S,D,5J,C,5J,A,JPY,TO1,A,A,3,A,K,S,2021-S2,1121.313
D,S,D,5J,C,5J,A,JPY,TO1,A,A,3,A,K,S,2022-S1,2337.703
D,C,B,5J,A,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,307661.326
D,C,B,5J,A,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,459417.483
A,D,U,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,54927.214
A,D,U,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,65213.905
A,A,E,5J,K,5J,A,TO1,TO1,U,A,3,C,K,S,2021-S2,18344.919
A,A,E,5J,K,5J,A,TO1,TO1,U,A,3,C,K,S,2022-S1,28579.735
A,S,D,5J,B,5J,A,TO1,CAD,A,A,3,A,K,S,2021-S2,17172.037
A,S,D,5J,B,5J,A,TO1,CAD,A,A,3,A,K,S,2022-S1,9737.047
D,A,D,5J,C,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,6744233.876
D,A,D,5J,C,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,10121682.173
S,W,T,5J,B,5J,L,TO1,TO1,A,A,3,A,K,E,2021-S2,40070.0
S,W,T,5J,B,5J,L,TO1,TO1,A,A,3,A,K,E,2022-S1,39810.0
T,V,T,5J,A,5J,C,TO1,TO1,A,A,3,A,K,S,2021-S2,1428047.44
T,V,T,5J,A,5J,C,TO1,TO1,A,A,3,A,K,S,2022-S1,1538553.342
A,U,T,5J,O,5J,C,TO1,TO1,A,A,3,C,K,S,2021-S2,353969.984
A,U,T,5J,O,5J,C,TO1,TO1,A,A,3,C,K,S,2022-S1,358178.0
S,W,T,5J,Z,5J,A,TO1,TO1,F,A,3,A,K,E,2021-S2,196110.0
S,W,T,5J,Z,5J,A,TO1,TO1,F,A,3,A,K,E,2022-S1,173602.0
D,R,B,5J,U,5J,A,TO1,GBP,A,A,3,C,K,S,2021-S2,2080.524
D,R,B,5J,U,5J,A,TO1,GBP,A,A,3,C,K,S,2022-S1,3954.793
D,I,B,5J,A,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,19076.458
D,I,B,5J,A,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,94205.606
S,V,T,5J,A,5J,C,TO1,TO1,A,A,3,A,K,E,2021-S2,1509116.251
S,V,T,5J,A,5J,C,TO1,TO1,A,A,3,A,K,E,2022-S1,1681444.936
D,R,B,5J,K,5J,A,TO1,EUR,A,A,3,C,K,S,2021-S2,1916.172
D,R,B,5J,K,5J,A,TO1,EUR,A,A,3,C,K,S,2022-S1,1539.367
A,A,D,5J,K,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,29534809.339
A,A,D,5J,K,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,17503384.981
D,A,B,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,25.764
D,A,B,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,74.822
D,C,B,5J,C,5J,A,JPY,TO1,A,A,3,C,K,S,2021-S2,146212.142
D,C,B,5J,C,5J,A,JPY,TO1,A,A,3,C,K,S,2022-S1,312123.631
T,W,T,5J,Z,5J,A,TO1,TO1,F,A,3,A,K,S,2021-S2,159988.0
T,W,T,5J,Z,5J,A,TO1,TO1,F,A,3,A,K,S,2022-S1,154429.0
A,D,E,5J,A,5J,A,TO1,TO1,D,A,3,C,K,S,2021-S2,1231510.167
A,D,E,5J,A,5J,A,TO1,TO1,D,A,3,C,K,S,2022-S1,1002846.134
A,D,E,5J,K,5J,A,TO1,TO1,F,A,3,C,K,S,2021-S2,251.133
A,D,E,5J,K,5J,A,TO1,TO1,F,A,3,C,K,S,2022-S1,222.0
S,V,T,5J,P,5J,A,TO1,TO1,U,A,3,A,K,E,2021-S2,26916.0
S,V,T,5J,P,5J,A,TO1,TO1,U,A,3,A,K,E,2022-S1,19273.0
A,A,M,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,94749.062
A,A,M,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,105993.363
Q,D,E,5J,Z,5K,A,TO1,TO1,A,A,3,A,K,S,2021-S2,1185.546
Q,D,E,5J,Z,5K,A,TO1,TO1,A,A,3,A,K,S,2022-S1,1264.411
D,R,B,5J,A,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,6710.323
D,R,B,5J,A,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,10360.585
A,C,B,5J,B,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,6411315.552
A,C,B,5J,B,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,6371943.09
A,D,E,5J,A,5U,A,TO1,TO1,A,A,3,C,K,S,2021-S2,315137.979
A,D,E,5J,A,5U,A,TO1,TO1,A,A,3,C,K,S,2022-S1,232540.322
A,V,T,5J,M,5J,C,TO1,TO1,A,A,3,C,K,S,2021-S2,41787.927
A,V,T,5J,M,5J,C,TO1,TO1,A,A,3,C,K,S,2022-S1,34467.374
A,S,E,5J,A,5F,A,TO1,TO1,A,A,3,A,K,S,2021-S2,53278.788
A,S,E,5J,A,5F,A,TO1,TO1,A,A,3,A,K,S,2022-S1,59104.102
A,V,T,5J,U,5J,A,TO1,TO1,A,H,3,C,K,S,2021-S2,6241.0
A,V,T,5J,U,5J,A,TO1,TO1,A,H,3,C,K,S,2022-S1,6288.0
T,W,T,5J,N,5J,C,TO1,TO1,A,A,3,A,K,S,2021-S2,23154.0
T,W,T,5J,N,5J,C,TO1,TO1,A,A,3,A,K,S,2022-S1,19542.0
A,U,T,5J,L,5J,M,TO1,TO1,A,A,3,C,K,S,2021-S2,5349.0
A,U,T,5J,L,5J,M,TO1,TO1,A,A,3,C,K,S,2022-S1,5062.0
A,C,B,5J,K,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,40.747
A,C,B,5J,K,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,696.754
A,V,T,5J,O,5J,G,TO1,TO1,A,A,3,C,K,S,2021-S2,59392.0
A,V,T,5J,O,5J,G,TO1,TO1,A,A,3,C,K,S,2022-S1,57114.0
D,D,E,5J,C,5U,A,TO1,TO1,A,A,3,C,K,S,2021-S2,19819.963
D,D,E,5J,C,5U,A,TO1,TO1,A,A,3,C,K,S,2022-S1,23291.95
A,C,B,5J,A,5J,A,TO1,CAD,A,A,3,C,K,S,2021-S2,5270500.637
A,C,B,5J,A,5J,A,TO1,CAD,A,A,3,C,K,S,2022-S1,5397216.312
D,R,D,5J,B,5J,A,TO1,GBP,A,A,3,C,K,S,2021-S2,33469.814
D,R,D,5J,B,5J,A,TO1,GBP,A,A,3,C,K,S,2022-S1,21702.881
D,A,E,5J,K,5F,A,TO1,TO1,A,A,3,C,K,S,2021-S2,22.601
D,A,E,5J,K,5F,A,TO1,TO1,A,A,3,C,K,S,2022-S1,26.599
D,T,B,5J,U,5J,A,TO1,JPY,A,A,3,A,K,S,2021-S2,2423.091
D,T,B,5J,U,5J,A,TO1,JPY,A,A,3,A,K,S,2022-S1,4830.506
T,V,T,5J,P,5J,A,TO1,TO1,U,A,3,A,K,S,2021-S2,15741.0
T,V,T,5J,P,5J,A,TO1,TO1,U,A,3,A,K,S,2022-S1,13147.0
A,S,D,5J,K,5J,A,TO1,CHF,A,A,3,A,K,S,2018-S1,35.104
A,S,D,5J,K,5J,A,TO1,CHF,A,A,3,A,K,S,2018-S2,32.127
D,N,D,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,7786638.391
D,N,D,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,10634293.324
A,W,T,5J,O,5J,G,TO1,TO1,A,A,3,C,K,S,2021-S2,42811.0
A,W,T,5J,O,5J,G,TO1,TO1,A,A,3,C,K,S,2022-S1,37154.0
D,S,B,5J,K,5J,A,EUR,TO1,A,A,3,A,K,S,2021-S2,1696.441
D,S,B,5J,K,5J,A,EUR,TO1,A,A,3,A,K,S,2022-S1,704.158
T,W,T,5J,B,5J,L,TO1,TO1,A,A,3,A,K,S,2021-S2,39047.0
T,W,T,5J,B,5J,L,TO1,TO1,A,A,3,A,K,S,2022-S1,41473.0
T,W,T,5J,K,5J,J,TO1,TO1,A,A,3,A,K,S,2021-S2,1204860.0
T,W,T,5J,K,5J,J,TO1,TO1,A,A,3,A,K,S,2022-S1,1372931.0
A,D,E,5J,K,5K,A,TO1,TO1,A,A,3,C,K,S,2021-S2,8029.143
A,D,E,5J,K,5K,A,TO1,TO1,A,A,3,C,K,S,2022-S1,19506.857
A,C,B,5J,C,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,1049681.549
A,C,B,5J,C,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,1015706.044
D,R,D,5J,B,5J,A,CAD,TO1,A,A,3,C,K,S,2021-S2,105.464
D,R,D,5J,B,5J,A,CAD,TO1,A,A,3,C,K,S,2022-S1,223.376
A,N,D,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,3649434.598
A,N,D,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,3690879.357
D,S,B,5J,U,5J,A,GBP,TO1,A,A,3,A,K,S,2021-S2,1027.458
D,S,B,5J,U,5J,A,GBP,TO1,A,A,3,A,K,S,2022-S1,1824.976
A,M,D,5J,C,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,1055667.829
A,M,D,5J,C,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,106080.0
A,U,T,5J,L,5J,A,TO1,TO1,D,A,3,C,K,S,2021-S2,486412.0
A,U,T,5J,L,5J,A,TO1,TO1,D,A,3,C,K,S,2022-S1,577604.0
D,A,E,5J,A,5P,A,TO1,TO1,A,A,3,C,K,S,2021-S2,45262.32
D,A,E,5J,A,5P,A,TO1,TO1,A,A,3,C,K,S,2022-S1,54076.002
A,U,T,5J,N,5J,L,TO1,TO1,A,A,3,C,K,S,2021-S2,467.0
A,U,T,5J,N,5J,L,TO1,TO1,A,A,3,C,K,S,2022-S1,396.0
S,W,T,5J,K,5J,J,TO1,TO1,A,A,3,A,K,E,2021-S2,1268832.0
S,W,T,5J,K,5J,J,TO1,TO1,A,A,3,A,K,E,2022-S1,1395474.0
A,V,T,5J,A,5J,A,TO1,TO1,F,A,3,C,K,S,2021-S2,277093.0
A,V,T,5J,A,5J,A,TO1,TO1,F,A,3,C,K,S,2022-S1,273847.5
D,I,B,5J,U,5J,A,TO1,CAD,A,A,3,C,K,S,2021-S2,16477.29
D,I,B,5J,U,5J,A,TO1,CAD,A,A,3,C,K,S,2022-S1,18985.962
A,L,D,5J,C,5J,A,TO1,GBP,A,A,3,C,K,S,2021-S2,46211126.257
A,L,D,5J,C,5J,A,TO1,GBP,A,A,3,C,K,S,2022-S1,30961820.05
D,S,D,5J,B,5J,A,GBP,TO1,A,A,3,A,K,S,2021-S2,28516.324
D,S,D,5J,B,5J,A,GBP,TO1,A,A,3,A,K,S,2022-S1,19218.69
T,W,T,5J,U,5J,A,TO1,TO1,A,D,3,A,K,S,2021-S2,1423.0
T,W,T,5J,U,5J,A,TO1,TO1,A,D,3,A,K,S,2022-S1,3584.0
A,L,D,5J,A,5J,A,USD,TO1,A,A,3,C,K,S,2021-S2,147704198.734
A,L,D,5J,A,5J,A,USD,TO1,A,A,3,C,K,S,2022-S1,183594475.216
A,M,D,5J,A,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,1453004.543
A,M,D,5J,A,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,1548509.159
A,W,T,5J,L,5J,L,TO1,TO1,A,A,3,C,K,S,2021-S2,1648.0
A,W,T,5J,L,5J,L,TO1,TO1,A,A,3,C,K,S,2022-S1,2065.0
A,X,T,5J,P,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,438094.0
A,X,T,5J,P,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,275228.0
A,M,D,5J,A,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,1453004.543
A,M,D,5J,A,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,1548509.159
D,I,B,5J,U,5J,A,JPY,TO1,A,A,3,C,K,S,2021-S2,25535.34
D,I,B,5J,U,5J,A,JPY,TO1,A,A,3,C,K,S,2022-S1,40930.5
D,R,B,5J,K,5J,A,EUR,TO1,A,A,3,C,K,S,2021-S2,1916.172
D,R,B,5J,K,5J,A,EUR,TO1,A,A,3,C,K,S,2022-S1,1539.367
A,S,B,5J,A,5J,A,TO1,SEK,A,A,3,A,K,S,2021-S2,45349.164
A,S,B,5J,A,5J,A,TO1,SEK,A,A,3,A,K,S,2022-S1,63352.071
A,R,E,5J,K,5J,A,TO1,TO1,D,A,3,C,K,S,2021-S2,440.34
A,R,E,5J,K,5J,A,TO1,TO1,D,A,3,C,K,S,2022-S1,520.417
S,V,T,5J,A,5J,B,TO1,TO1,A,A,3,A,K,E,2021-S2,698875.659
S,V,T,5J,A,5J,B,TO1,TO1,A,A,3,A,K,E,2022-S1,733890.761
T,V,T,5J,A,5J,B,TO1,TO1,A,A,3,A,K,S,2021-S2,662929.144
T,V,T,5J,A,5J,B,TO1,TO1,A,A,3,A,K,S,2022-S1,696831.592
A,D,B,5J,A,5J,A,CAD,TO1,A,A,3,C,K,S,2021-S2,3335344.394
A,D,B,5J,A,5J,A,CAD,TO1,A,A,3,C,K,S,2022-S1,3371659.749
Q,M,D,5J,B,5J,A,TO1,USD,A,A,3,A,K,S,2021-S2,4056.166
Q,M,D,5J,B,5J,A,TO1,USD,A,A,3,A,K,S,2022-S1,3688.912
A,T,D,5J,C,5J,A,TO1,EUR,A,A,3,A,K,S,2021-S2,3313944.327
A,T,D,5J,C,5J,A,TO1,EUR,A,A,3,A,K,S,2022-S1,3358990.633
A,S,D,5J,C,5J,A,SEK,TO1,A,A,3,A,K,S,2021-S2,41149.513
A,S,D,5J,C,5J,A,SEK,TO1,A,A,3,A,K,S,2022-S1,30512.184
A,V,T,5J,Z,5J,A,TO1,TO1,U,A,3,C,K,S,2021-S2,489144.0
A,V,T,5J,Z,5J,A,TO1,TO1,U,A,3,C,K,S,2022-S1,498504.0
D,R,B,5J,B,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,2818.143
D,R,B,5J,B,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,5153.946
D,T,B,5J,A,5J,A,EUR,TO1,A,A,3,A,K,S,2021-S2,34420.575
D,T,B,5J,A,5J,A,EUR,TO1,A,A,3,A,K,S,2022-S1,66699.759
B,V,T,5J,A,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,47593.167
B,V,T,5J,A,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,71459.035
S,U,T,5J,U,5J,A,TO1,TO1,A,F,3,A,K,E,2021-S2,24081.0
S,U,T,5J,U,5J,A,TO1,TO1,A,F,3,A,K,E,2022-S1,23251.0
T,U,T,5J,U,5J,A,TO1,TO1,A,F,3,A,K,S,2021-S2,20111.0
T,U,T,5J,U,5J,A,TO1,TO1,A,F,3,A,K,S,2022-S1,16225.0
A,T,D,5J,K,5J,A,TO1,EUR,A,A,3,A,K,S,2021-S2,4559.0
A,T,D,5J,K,5J,A,TO1,EUR,A,A,3,A,K,S,2022-S1,7168.0
Q,R,D,5J,A,5J,A,JPY,TO1,A,A,3,A,K,S,2021-S2,730.595
Q,R,D,5J,A,5J,A,JPY,TO1,A,A,3,A,K,S,2022-S1,742.932
D,A,D,5J,C,5J,A,CAD,TO1,A,A,3,C,K,S,2021-S2,108236.418
D,A,D,5J,C,5J,A,CAD,TO1,A,A,3,C,K,S,2022-S1,331151.324
D,C,B,5J,C,5J,A,TO1,CAD,A,A,3,C,K,S,2021-S2,34224.98
D,C,B,5J,C,5J,A,TO1,CAD,A,A,3,C,K,S,2022-S1,43489.035
A,V,T,5J,L,5J,G,TO1,TO1,A,A,3,C,K,S,2021-S2,120542.0
A,V,T,5J,L,5J,G,TO1,TO1,A,A,3,C,K,S,2022-S1,137776.0
A,W,T,5J,K,5J,A,TO1,TO1,A,F,3,C,K,S,2021-S2,1441294.0
A,W,T,5J,K,5J,A,TO1,TO1,A,F,3,C,K,S,2022-S1,1691538.0
S,W,T,5J,A,5J,M,TO1,TO1,A,A,3,A,K,E,2021-S2,25794.0
S,W,T,5J,A,5J,M,TO1,TO1,A,A,3,A,K,E,2022-S1,32165.0
D,S,D,5J,U,5J,A,TO1,CHF,A,A,3,A,K,S,2021-S2,39.944
D,S,D,5J,U,5J,A,TO1,CHF,A,A,3,A,K,S,2022-S1,27.225
S,W,T,5J,N,5J,C,TO1,TO1,A,A,3,A,K,E,2021-S2,19278.0
S,W,T,5J,N,5J,C,TO1,TO1,A,A,3,A,K,E,2022-S1,24476.574
A,V,T,5J,L,5J,B,TO1,TO1,A,A,3,C,K,S,2021-S2,111478.024
A,V,T,5J,L,5J,B,TO1,TO1,A,A,3,C,K,S,2022-S1,115411.221
S,W,T,5J,U,5J,A,TO1,TO1,A,D,3,A,K,E,2021-S2,3980.0
S,W,T,5J,U,5J,A,TO1,TO1,A,D,3,A,K,E,2022-S1,4734.0
T,V,T,5J,C,5J,A,TO1,TO1,F,A,3,A,K,S,2021-S2,82944.0
T,V,T,5J,C,5J,A,TO1,TO1,F,A,3,A,K,S,2022-S1,83508.0
A,W,T,5J,C,5J,A,TO1,TO1,A,F,3,C,K,S,2021-S2,1717538.0
A,W,T,5J,C,5J,A,TO1,TO1,A,F,3,C,K,S,2022-S1,1898727.0
A,N,D,5J,B,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,116663.108
A,N,D,5J,B,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,72922.264
D,L,D,5J,A,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,54146.252
D,L,D,5J,A,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,86004.366
A,U,T,5J,Z,5J,F,TO1,TO1,A,A,3,C,K,S,2021-S2,1421983.0
A,U,T,5J,Z,5J,F,TO1,TO1,A,A,3,C,K,S,2022-S1,1465818.0
D,M,D,5J,C,5J,A,EUR,TO1,A,A,3,C,K,S,2021-S2,89130.964
D,M,D,5J,C,5J,A,EUR,TO1,A,A,3,C,K,S,2022-S1,213178.867
S,V,T,5J,C,5J,A,TO1,TO1,F,A,3,A,K,E,2021-S2,98426.0
S,V,T,5J,C,5J,A,TO1,TO1,F,A,3,A,K,E,2022-S1,98905.0
A,W,T,5J,O,5J,B,TO1,TO1,A,A,3,C,K,S,2021-S2,2482.0
A,W,T,5J,O,5J,B,TO1,TO1,A,A,3,C,K,S,2022-S1,531.0
D,L,D,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,488809.76
D,L,D,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,530956.67
T,U,T,5J,M,5J,F,TO1,TO1,A,A,3,A,K,S,2021-S2,15899.0
