NOR_DRVTS,Measure_Type,BNK_OR_TRAD,Area_Operation,TIME_PERIOD,OBS_VALUE
IRSINR_INBMKINCMT_FIX,HABP,N_A,GL_OP,2019-Q2,2709.02
IRSINR_INBMKINCMT_FIX,HABR,N_A,GL_OP,2019-Q2,2625.37
IRSINR_INBMKINCMT_FIX,HABR,N_A,GL_OP,2019-Q2,2720.97
IRSINR_INBMKINCMT_FIX,NPPVBP,N_A,GL_OP,2019-Q2,164
IRSINR_INBMKINCMT_FIX,NPPVBP,N_A,GL_OP,2019-Q2,192
IRSINR_INBMKINCMT_FIX,REM,N_A,GL_OP,2019-Q2,HMBABYWLMS
IRSINR_INBMKINCMT_FIX,REM,N_A,GL_OP,2019-Q2,ADTBFCCTUM
IRSINR_INBMKINCMT_FIX,TABR,N_A,GL_OP,2019-Q2,2601.47
IRSINR_INBMKINCMT_FIX,TABR,N_A,GL_OP,2019-Q2,2697.07
IRSINR_INBMKINCMT_FIX,TRBP,N_A,GL_OP,2019-Q2,2589.52
IRSINR_INBMKINCMT_FIX,TRBP,N_A,GL_OP,2019-Q2,2685.12
IRSINR_INBMKINCMT_FLOAT,GRPD,BK_B,GL_OP,2019-Q2,2687.89
IRSINR_INBMKINCMT_FLOAT,GRPD,BK_B,GL_OP,2019-Q2,2783.49
IRSINR_INBMKINCMT_FLOAT,GRPD,TR_B,GL_OP,2019-Q2,2675.94
IRSINR_INBMKINCMT_FLOAT,GRPD,TR_B,GL_OP,2019-Q2,2771.54
IRSINR_INBMKINCMT_FLOAT,GRREC,BK_B,GL_OP,2019-Q2,2663.99
IRSINR_INBMKINCMT_FLOAT,GRREC,BK_B,GL_OP,2019-Q2,2759.59
IRSINR_INBMKINCMT_FLOAT,GRREC,TR_B,GL_OP,2019-Q2,2652.04
IRSINR_INBMKINCMT_FLOAT,GRREC,TR_B,GL_OP,2019-Q2,2747.64
IRSINR_INBMKINCMT_FLOAT,HABP,N_A,GL_OP,2019-Q2,2628.14
IRSINR_INBMKINCMT_FLOAT,HABP,N_A,GL_OP,2019-Q2,2723.74
IRSINR_INBMKINCMT_FLOAT,HABR,N_A,GL_OP,2019-Q2,2640.09
IRSINR_INBMKINCMT_FLOAT,HABR,N_A,GL_OP,2019-Q2,2735.69
IRSINR_INBMKINCMT_FLOAT,NPPVBP,N_A,GL_OP,2019-Q2,169
IRSINR_INBMKINCMT_FLOAT,NPPVBP,N_A,GL_OP,2019-Q2,197
IRSINR_INBMKINCMT_FLOAT,REM,N_A,GL_OP,2019-Q2,SPMTYPKODN
IRSINR_INBMKINCMT_FLOAT,REM,N_A,GL_OP,2019-Q2,IOCUVCREQT
IRSINR_INBMKINCMT_FLOAT,TABR,N_A,GL_OP,2019-Q2,2616.19
IRSINR_INBMKINCMT_FLOAT,TABR,N_A,GL_OP,2019-Q2,2711.79
IRSINR_INBMKINCMT_FLOAT,TRBP,N_A,GL_OP,2019-Q2,2604.24
IRSINR_INBMKINCMT_FLOAT,TRBP,N_A,GL_OP,2019-Q2,2699.84
IRSINR_MIBOROIS_FIX,GRPD,BK_B,GL_OP,2019-Q2,2643.73
IRSINR_MIBOROIS_FIX,GRPD,BK_B,GL_OP,2019-Q2,2739.33
IRSINR_MIBOROIS_FIX,GRPD,TR_B,GL_OP,2019-Q2,2631.78
IRSINR_MIBOROIS_FIX,GRPD,TR_B,GL_OP,2019-Q2,2727.38
IRSINR_MIBOROIS_FIX,GRREC,BK_B,GL_OP,2019-Q2,2619.83
IRSINR_MIBOROIS_FIX,GRREC,BK_B,GL_OP,2019-Q2,2715.43
IRSINR_MIBOROIS_FIX,GRREC,TR_B,GL_OP,2019-Q2,2607.88
IRSINR_MIBOROIS_FIX,GRREC,TR_B,GL_OP,2019-Q2,2703.48
IRSINR_MIBOROIS_FIX,HABP,N_A,GL_OP,2019-Q2,2583.98
IRSINR_MIBOROIS_FIX,HABP,N_A,GL_OP,2019-Q2,2679.58
IRSINR_MIBOROIS_FIX,HABR,N_A,GL_OP,2019-Q2,2595.93
IRSINR_MIBOROIS_FIX,HABR,N_A,GL_OP,2019-Q2,2691.53
IRSINR_MIBOROIS_FIX,NPPVBP,N_A,GL_OP,2019-Q2,154
IRSINR_MIBOROIS_FIX,NPPVBP,N_A,GL_OP,2019-Q2,182
IRSINR_MIBOROIS_FIX,REM,N_A,GL_OP,2019-Q2,QJZZYETEYB
IRSINR_MIBOROIS_FIX,REM,N_A,GL_OP,2019-Q2,RMVUGTGXXU
IRSINR_MIBOROIS_FIX,TABR,N_A,GL_OP,2019-Q2,2572.03
IRSINR_MIBOROIS_FIX,TABR,N_A,GL_OP,2019-Q2,2667.63
IRSINR_MIBOROIS_FIX,TRBP,N_A,GL_OP,2019-Q2,2560.08
IRSINR_MIBOROIS_FIX,TRBP,N_A,GL_OP,2019-Q2,2655.68
IRSINR_MIBOROIS_FLOAT,GRPD,BK_B,GL_OP,2019-Q2,2658.45
IRSINR_MIBOROIS_FLOAT,GRPD,BK_B,GL_OP,2019-Q2,2754.05
IRSINR_MIBOROIS_FLOAT,GRPD,TR_B,GL_OP,2019-Q2,2646.5
IRSINR_MIBOROIS_FLOAT,GRPD,TR_B,GL_OP,2019-Q2,2742.1
IRSINR_MIBOROIS_FLOAT,GRREC,BK_B,GL_OP,2019-Q2,2634.55
IRSINR_MIBOROIS_FLOAT,GRREC,BK_B,GL_OP,2019-Q2,2730.15
IRSINR_MIBOROIS_FLOAT,GRREC,TR_B,GL_OP,2019-Q2,2622.6
IRSINR_MIBOROIS_FLOAT,GRREC,TR_B,GL_OP,2019-Q2,2718.2
IRSINR_MIBOROIS_FLOAT,HABP,N_A,GL_OP,2019-Q2,2598.7
IRSINR_MIBOROIS_FLOAT,HABP,N_A,GL_OP,2019-Q2,2694.3
IRSINR_MIBOROIS_FLOAT,HABR,N_A,GL_OP,2019-Q2,2610.65
IRSINR_MIBOROIS_FLOAT,HABR,N_A,GL_OP,2019-Q2,2706.25
IRSINR_MIBOROIS_FLOAT,NPPVBP,N_A,GL_OP,2019-Q2,159
IRSINR_MIBOROIS_FLOAT,NPPVBP,N_A,GL_OP,2019-Q2,187
IRSINR_MIBOROIS_FLOAT,REM,N_A,GL_OP,2019-Q2,HNONUZMSAE
IRSINR_MIBOROIS_FLOAT,REM,N_A,GL_OP,2019-Q2,UEZONLVRHK
IRSINR_MIBOROIS_FLOAT,TABR,N_A,GL_OP,2019-Q2,2586.75
IRSINR_MIBOROIS_FLOAT,TABR,N_A,GL_OP,2019-Q2,2682.35
IRSINR_MIBOROIS_FLOAT,TRBP,N_A,GL_OP,2019-Q2,2574.8
IRSINR_MIBOROIS_FLOAT,TRBP,N_A,GL_OP,2019-Q2,2670.4
IRSINR_MIFORMIOCSMITOR_FIX,GRPD,BK_B,GL_OP,2019-Q2,2702.61
IRSINR_MIFORMIOCSMITOR_FIX,GRPD,BK_B,GL_OP,2019-Q2,2798.21
IRSINR_MIFORMIOCSMITOR_FIX,GRPD,TR_B,GL_OP,2019-Q2,2690.66
IRSINR_MIFORMIOCSMITOR_FIX,GRPD,TR_B,GL_OP,2019-Q2,2786.26
IRSINR_MIFORMIOCSMITOR_FIX,GRREC,BK_B,GL_OP,2019-Q2,2678.71
IRSINR_MIFORMIOCSMITOR_FIX,GRREC,BK_B,GL_OP,2019-Q2,2774.31
IRSINR_MIFORMIOCSMITOR_FIX,GRREC,TR_B,GL_OP,2019-Q2,2666.76
IRSINR_MIFORMIOCSMITOR_FIX,GRREC,TR_B,GL_OP,2019-Q2,2762.36
IRSINR_MIFORMIOCSMITOR_FIX,HABP,N_A,GL_OP,2019-Q2,2642.86
IRSINR_MIFORMIOCSMITOR_FIX,HABP,N_A,GL_OP,2019-Q2,2738.46
IRSINR_MIFORMIOCSMITOR_FIX,HABR,N_A,GL_OP,2019-Q2,2654.81
IRSINR_MIFORMIOCSMITOR_FIX,HABR,N_A,GL_OP,2019-Q2,2750.41
IRSINR_MIFORMIOCSMITOR_FIX,NPPVBP,N_A,GL_OP,2019-Q2,174
IRSINR_MIFORMIOCSMITOR_FIX,NPPVBP,N_A,GL_OP,2019-Q2,202
IRSINR_MIFORMIOCSMITOR_FIX,REM,N_A,GL_OP,2019-Q2,MPXPKYSXFX
IRSINR_MIFORMIOCSMITOR_FIX,REM,N_A,GL_OP,2019-Q2,SFXSZFLGKF
IRSINR_MIFORMIOCSMITOR_FIX,TABR,N_A,GL_OP,2019-Q2,2630.91
IRSINR_MIFORMIOCSMITOR_FIX,TABR,N_A,GL_OP,2019-Q2,2726.51
IRSINR_MIFORMIOCSMITOR_FIX,TRBP,N_A,GL_OP,2019-Q2,2618.96
IRSINR_MIFORMIOCSMITOR_FIX,TRBP,N_A,GL_OP,2019-Q2,2714.56
IRSINR_MIFORMIOCSMITOR_FLOAT,GRPD,BK_B,GL_OP,2019-Q2,2717.33
IRSINR_MIFORMIOCSMITOR_FLOAT,GRPD,BK_B,GL_OP,2019-Q2,2812.93
IRSINR_MIFORMIOCSMITOR_FLOAT,GRPD,TR_B,GL_OP,2019-Q2,2705.38
IRSINR_MIFORMIOCSMITOR_FLOAT,GRPD,TR_B,GL_OP,2019-Q2,2800.98
IRSINR_MIFORMIOCSMITOR_FLOAT,GRREC,BK_B,GL_OP,2019-Q2,2693.43
IRSINR_MIFORMIOCSMITOR_FLOAT,GRREC,BK_B,GL_OP,2019-Q2,2789.03
IRSINR_MIFORMIOCSMITOR_FLOAT,GRREC,TR_B,GL_OP,2019-Q2,2681.48
IRSINR_MIFORMIOCSMITOR_FLOAT,GRREC,TR_B,GL_OP,2019-Q2,2777.08
IRSINR_MIFORMIOCSMITOR_FLOAT,HABP,N_A,GL_OP,2019-Q2,2657.58
IRSINR_MIFORMIOCSMITOR_FLOAT,HABP,N_A,GL_OP,2019-Q2,2753.18
IRSINR_MIFORMIOCSMITOR_FLOAT,HABR,N_A,GL_OP,2019-Q2,2669.53
IRSINR_MIFORMIOCSMITOR_FLOAT,HABR,N_A,GL_OP,2019-Q2,2765.13
IRSINR_MIFORMIOCSMITOR_FLOAT,NPPVBP,N_A,GL_OP,2019-Q2,179
IRSINR_MIFORMIOCSMITOR_FLOAT,NPPVBP,N_A,GL_OP,2019-Q2,207
IRSINR_MIFORMIOCSMITOR_FLOAT,REM,N_A,GL_OP,2019-Q2,UNTQNQCOQM
IRSINR_MIFORMIOCSMITOR_FLOAT,REM,N_A,GL_OP,2019-Q2,WFPYIGLLVC
IRSINR_MIFORMIOCSMITOR_FLOAT,TABR,N_A,GL_OP,2019-Q2,2645.63
IRSINR_MIFORMIOCSMITOR_FLOAT,TABR,N_A,GL_OP,2019-Q2,2741.23
IRSINR_MIFORMIOCSMITOR_FLOAT,TRBP,N_A,GL_OP,2019-Q2,2633.68
IRSINR_MIFORMIOCSMITOR_FLOAT,TRBP,N_A,GL_OP,2019-Q2,2729.28
IRSINR_OTH_FIX,GRPD,BK_B,GL_OP,2019-Q2,2732.05
IRSINR_OTH_FIX,GRPD,BK_B,GL_OP,2019-Q2,2827.65
IRSINR_OTH_FIX,GRPD,TR_B,GL_OP,2019-Q2,2720.1
IRSINR_OTH_FIX,GRPD,TR_B,GL_OP,2019-Q2,2815.7
IRSINR_OTH_FIX,GRREC,BK_B,GL_OP,2019-Q2,2708.15
IRSINR_OTH_FIX,GRREC,BK_B,GL_OP,2019-Q2,2803.75
IRSINR_OTH_FIX,GRREC,TR_B,GL_OP,2019-Q2,2696.2
IRSINR_OTH_FIX,GRREC,TR_B,GL_OP,2019-Q2,2791.8
IRSINR_OTH_FIX,HABP,N_A,GL_OP,2019-Q2,2672.3
IRSINR_OTH_FIX,HABP,N_A,GL_OP,2019-Q2,2767.9
IRSINR_OTH_FIX,HABR,N_A,GL_OP,2019-Q2,2684.25
IRSINR_OTH_FIX,HABR,N_A,GL_OP,2019-Q2,2779.85
IRSINR_OTH_FIX,NPPVBP,N_A,GL_OP,2019-Q2,184
IRSINR_OTH_FIX,NPPVBP,N_A,GL_OP,2019-Q2,212
IRSINR_OTH_FIX,REM,N_A,GL_OP,2019-Q2,YXVARSCSDD
IRSINR_OTH_FIX,REM,N_A,GL_OP,2019-Q2,CJBNSBJFPR
IRSINR_OTH_FIX,TABR,N_A,GL_OP,2019-Q2,2660.35
IRSINR_OTH_FIX,TABR,N_A,GL_OP,2019-Q2,2755.95
IRSINR_OTH_FIX,TRBP,N_A,GL_OP,2019-Q2,2648.4
IRSINR_OTH_FIX,TRBP,N_A,GL_OP,2019-Q2,2744
IRSINR_OTH_FLOAT,GRPD,BK_B,GL_OP,2019-Q2,2746.77
IRSINR_OTH_FLOAT,GRPD,BK_B,GL_OP,2019-Q2,2842.37
IRSINR_OTH_FLOAT,GRPD,TR_B,GL_OP,2019-Q2,2734.82
IRSINR_OTH_FLOAT,GRPD,TR_B,GL_OP,2019-Q2,2830.42
IRSINR_OTH_FLOAT,GRREC,BK_B,GL_OP,2019-Q2,2722.87
IRSINR_OTH_FLOAT,GRREC,BK_B,GL_OP,2019-Q2,2818.47
IRSINR_OTH_FLOAT,GRREC,TR_B,GL_OP,2019-Q2,2710.92
IRSINR_OTH_FLOAT,GRREC,TR_B,GL_OP,2019-Q2,2806.52
IRSINR_OTH_FLOAT,HABP,N_A,GL_OP,2019-Q2,2687.02
IRSINR_OTH_FLOAT,HABP,N_A,GL_OP,2019-Q2,2782.62
IRSINR_OTH_FLOAT,HABR,N_A,GL_OP,2019-Q2,2698.97
IRSINR_OTH_FLOAT,HABR,N_A,GL_OP,2019-Q2,2794.57
IRSINR_OTH_FLOAT,NPPVBP,N_A,GL_OP,2019-Q2,189
IRSINR_OTH_FLOAT,NPPVBP,N_A,GL_OP,2019-Q2,217
IRSINR_OTH_FLOAT,REM,N_A,GL_OP,2019-Q2,OAUSGVPTRM
IRSINR_OTH_FLOAT,REM,N_A,GL_OP,2019-Q2,CXVFKJILAL
IRSINR_OTH_FLOAT,TABR,N_A,GL_OP,2019-Q2,2675.07
IRSINR_OTH_FLOAT,TABR,N_A,GL_OP,2019-Q2,2770.67
IRSINR_OTH_FLOAT,TRBP,N_A,GL_OP,2019-Q2,2663.12
IRSINR_OTH_FLOAT,TRBP,N_A,GL_OP,2019-Q2,2758.72
IRS_FCY_IN_USD,REM,N_A,GL_OP,2019-Q2,VRWERWE
IRS_FCY_IN_USD,REM,N_A,GL_OP,2019-Q2,JKLSDSUDO
IRS_FCY_IN_USD_LIBOR,GRPD,BK_B,GL_OP,2019-Q2,2849.81
IRS_FCY_IN_USD_LIBOR,GRPD,BK_B,GL_OP,2019-Q2,2945.41
IRS_FCY_IN_USD_LIBOR,GRPD,TR_B,GL_OP,2019-Q2,2837.86
IRS_FCY_IN_USD_LIBOR,GRPD,TR_B,GL_OP,2019-Q2,2933.46
IRS_FCY_IN_USD_LIBOR,GRREC,BK_B,GL_OP,2019-Q2,2825.91
IRS_FCY_IN_USD_LIBOR,GRREC,BK_B,GL_OP,2019-Q2,2921.51
IRS_FCY_IN_USD_LIBOR,GRREC,TR_B,GL_OP,2019-Q2,2813.96
IRS_FCY_IN_USD_LIBOR,GRREC,TR_B,GL_OP,2019-Q2,2909.56
IRS_FCY_IN_USD_LIBOR,HABP,N_A,GL_OP,2019-Q2,2790.06
IRS_FCY_IN_USD_LIBOR,HABP,N_A,GL_OP,2019-Q2,2885.66
IRS_FCY_IN_USD_LIBOR,HABR,N_A,GL_OP,2019-Q2,2802.01
IRS_FCY_IN_USD_LIBOR,HABR,N_A,GL_OP,2019-Q2,2897.61
IRS_FCY_IN_USD_LIBOR,NPPVBP,N_A,GL_OP,2019-Q2,224
IRS_FCY_IN_USD_LIBOR,NPPVBP,N_A,GL_OP,2019-Q2,252
IRS_FCY_IN_USD_LIBOR,REM,N_A,GL_OP,2019-Q2,CVWXSDPCDO
IRS_FCY_IN_USD_LIBOR,REM,N_A,GL_OP,2019-Q2,DWYMMCIXSL
IRS_FCY_IN_USD_LIBOR,TABR,N_A,GL_OP,2019-Q2,2778.11
IRS_FCY_IN_USD_LIBOR,TABR,N_A,GL_OP,2019-Q2,2873.71
IRS_FCY_IN_USD_LIBOR,TRBP,N_A,GL_OP,2019-Q2,2766.16
IRS_FCY_IN_USD_LIBOR,TRBP,N_A,GL_OP,2019-Q2,2861.76
IRS_FCY_IN_USD_OTH,GRPD,BK_B,GL_OP,2019-Q2,2864.53
IRS_FCY_IN_USD_OTH,GRPD,BK_B,GL_OP,2019-Q2,2960.13
IRS_FCY_IN_USD_OTH,GRPD,TR_B,GL_OP,2019-Q2,2852.58
IRS_FCY_IN_USD_OTH,GRPD,TR_B,GL_OP,2019-Q2,2948.18
IRS_FCY_IN_USD_OTH,GRREC,BK_B,GL_OP,2019-Q2,2840.63
IRS_FCY_IN_USD_OTH,GRREC,BK_B,GL_OP,2019-Q2,2936.23
IRS_FCY_IN_USD_OTH,GRREC,TR_B,GL_OP,2019-Q2,2828.68
IRS_FCY_IN_USD_OTH,GRREC,TR_B,GL_OP,2019-Q2,2924.28
IRS_FCY_IN_USD_OTH,HABP,N_A,GL_OP,2019-Q2,2804.78
IRS_FCY_IN_USD_OTH,HABP,N_A,GL_OP,2019-Q2,2900.38
IRS_FCY_IN_USD_OTH,HABR,N_A,GL_OP,2019-Q2,2816.73
IRS_FCY_IN_USD_OTH,HABR,N_A,GL_OP,2019-Q2,2912.33
IRS_FCY_IN_USD_OTH,NPPVBP,N_A,GL_OP,2019-Q2,229
IRS_FCY_IN_USD_OTH,NPPVBP,N_A,GL_OP,2019-Q2,257
IRS_FCY_IN_USD_OTH,REM,N_A,GL_OP,2019-Q2,PKANQGWKGB
IRS_FCY_IN_USD_OTH,REM,N_A,GL_OP,2019-Q2,CQKJVHXULW
IRS_FCY_IN_USD_OTH,TABR,N_A,GL_OP,2019-Q2,2792.83
IRS_FCY_IN_USD_OTH,TABR,N_A,GL_OP,2019-Q2,2888.43
IRS_FCY_IN_USD_OTH,TRBP,N_A,GL_OP,2019-Q2,2780.88
IRS_FCY_IN_USD_OTH,TRBP,N_A,GL_OP,2019-Q2,2876.48
NETWORTH_LASTMARCH,GRPD,BK_B,GL_OP,2019-Q2,2820.37
NETWORTH_LASTMARCH,GRPD,BK_B,GL_OP,2019-Q2,2915.97
NETWORTH_LASTMARCH,GRPD,TR_B,GL_OP,2019-Q2,2808.42
NETWORTH_LASTMARCH,GRPD,TR_B,GL_OP,2019-Q2,2904.02
NETWORTH_LASTMARCH,GRREC,BK_B,GL_OP,2019-Q2,2796.47
NETWORTH_LASTMARCH,GRREC,BK_B,GL_OP,2019-Q2,2892.07
NETWORTH_LASTMARCH,GRREC,TR_B,GL_OP,2019-Q2,2784.52
NETWORTH_LASTMARCH,GRREC,TR_B,GL_OP,2019-Q2,2880.12
NETWORTH_LASTMARCH,HABP,N_A,GL_OP,2019-Q2,2760.62
NETWORTH_LASTMARCH,HABP,N_A,GL_OP,2019-Q2,2856.22
NETWORTH_LASTMARCH,HABR,N_A,GL_OP,2019-Q2,2772.57
NETWORTH_LASTMARCH,HABR,N_A,GL_OP,2019-Q2,2868.17
NETWORTH_LASTMARCH,NPPVBP,N_A,GL_OP,2019-Q2,214
NETWORTH_LASTMARCH,NPPVBP,N_A,GL_OP,2019-Q2,242
NETWORTH_LASTMARCH,REM,N_A,GL_OP,2019-Q2,YKXOMKHPAY
NETWORTH_LASTMARCH,REM,N_A,GL_OP,2019-Q2,CJCTKQHEXM
NETWORTH_LASTMARCH,TABR,N_A,GL_OP,2019-Q2,2748.67
NETWORTH_LASTMARCH,TABR,N_A,GL_OP,2019-Q2,2844.27
NETWORTH_LASTMARCH,TRBP,N_A,GL_OP,2019-Q2,2736.72
NETWORTH_LASTMARCH,TRBP,N_A,GL_OP,2019-Q2,2832.32
PVBP,GRPD,BK_B,GL_OP,2019-Q2,2835.09
PVBP,GRPD,BK_B,GL_OP,2019-Q2,2930.69
PVBP,GRPD,TR_B,GL_OP,2019-Q2,2823.14
PVBP,GRPD,TR_B,GL_OP,2019-Q2,2918.74
PVBP,GRREC,BK_B,GL_OP,2019-Q2,2811.19
PVBP,GRREC,BK_B,GL_OP,2019-Q2,2906.79
PVBP,GRREC,TR_B,GL_OP,2019-Q2,2799.24
PVBP,GRREC,TR_B,GL_OP,2019-Q2,2894.84
PVBP,HABP,N_A,GL_OP,2019-Q2,2775.34
